 v-sweep         v(vgs)          id              gm              gds             vth             gm_id           gm_gds          id_w           
 8.30000000e-01  8.30000000e-01  1.37292766e-04  1.14037192e-03  1.36866745e-05  6.10969799e-01  8.30613260e+00  8.33198687e+01  1.37292766e+01 
 8.35000000e-01  8.35000000e-01  1.43047468e-04  1.16153858e-03  1.41743180e-05  6.10969840e-01  8.11995207e+00  8.19466997e+01  1.43047468e+01 
 8.40000000e-01  8.40000000e-01  1.48907025e-04  1.18231925e-03  1.46701395e-05  6.10969881e-01  7.93998301e+00  8.05935928e+01  1.48907025e+01 
 8.45000000e-01  8.45000000e-01  1.54869529e-04  1.20272234e-03  1.51741212e-05  6.10969923e-01  7.76603601e+00  7.92614163e+01  1.54869529e+01 
 8.50000000e-01  8.50000000e-01  1.60933115e-04  1.22275697e-03  1.56862495e-05  6.10969966e-01  7.59792022e+00  7.79508811e+01  1.60933115e+01 
 8.55000000e-01  8.55000000e-01  1.67095964e-04  1.24243277e-03  1.62065143e-05  6.10970010e-01  7.43544454e+00  7.66625537e+01  1.67095964e+01 
 8.60000000e-01  8.60000000e-01  1.73356307e-04  1.26175977e-03  1.67349094e-05  6.10970054e-01  7.27841863e+00  7.53968691e+01  1.73356307e+01 
 8.65000000e-01  8.65000000e-01  1.79712425e-04  1.28074824e-03  1.72714319e-05  6.10970099e-01  7.12665379e+00  7.41541434e+01  1.79712425e+01 
 8.70000000e-01  8.70000000e-01  1.86162652e-04  1.29940857e-03  1.78160822e-05  6.10970144e-01  6.97996377e+00  7.29345853e+01  1.86162652e+01 
 8.75000000e-01  8.75000000e-01  1.92705374e-04  1.31775121e-03  1.83688640e-05  6.10970191e-01  6.83816533e+00  7.17383073e+01  1.92705374e+01 
 8.80000000e-01  8.80000000e-01  1.99339027e-04  1.33578654e-03  1.89297836e-05  6.10970237e-01  6.70107883e+00  7.05653360e+01  1.99339027e+01 
 8.85000000e-01  8.85000000e-01  2.06062102e-04  1.35352482e-03  1.94988502e-05  6.10970285e-01  6.56852862e+00  6.94156219e+01  2.06062102e+01 
 8.90000000e-01  8.90000000e-01  2.12873138e-04  1.37097611e-03  2.00760759e-05  6.10970333e-01  6.44034342e+00  6.82890481e+01  2.12873138e+01 
 8.95000000e-01  8.95000000e-01  2.19770724e-04  1.38815025e-03  2.06614747e-05  6.10970382e-01  6.31635653e+00  6.71854392e+01  2.19770724e+01 
 9.00000000e-01  9.00000000e-01  2.26753500e-04  1.40505677e-03  2.12550632e-05  6.10970431e-01  6.19640612e+00  6.61045683e+01  2.26753500e+01 
 9.05000000e-01  9.05000000e-01  2.33820149e-04  1.42170491e-03  2.18568600e-05  6.10970481e-01  6.08033532e+00  6.50461645e+01  2.33820149e+01 
 9.10000000e-01  9.10000000e-01  2.40969404e-04  1.43810355e-03  2.24668860e-05  6.10970532e-01  5.96799233e+00  6.40099191e+01  2.40969404e+01 
 9.15000000e-01  9.15000000e-01  2.48200037e-04  1.45426122e-03  2.30851634e-05  6.10970583e-01  5.85923046e+00  6.29954916e+01  2.48200037e+01 
 9.20000000e-01  9.20000000e-01  2.55510865e-04  1.47018605e-03  2.37117166e-05  6.10970634e-01  5.75390818e+00  6.20025146e+01  2.55510865e+01 
 9.25000000e-01  9.25000000e-01  2.62900742e-04  1.48588583e-03  2.43465713e-05  6.10970687e-01  5.65188908e+00  6.10305991e+01  2.62900742e+01 
 9.30000000e-01  9.30000000e-01  2.70368562e-04  1.50136794e-03  2.49897549e-05  6.10970739e-01  5.55304182e+00  6.00793382e+01  2.70368562e+01 
 9.35000000e-01  9.35000000e-01  2.77913255e-04  1.51663936e-03  2.56412959e-05  6.10970793e-01  5.45724009e+00  5.91483115e+01  2.77913255e+01 
 9.40000000e-01  9.40000000e-01  2.85533784e-04  1.53170672e-03  2.63012244e-05  6.10970847e-01  5.36436249e+00  5.82370881e+01  2.85533784e+01 
 9.45000000e-01  9.45000000e-01  2.93229144e-04  1.54657626e-03  2.69695714e-05  6.10970901e-01  5.27429246e+00  5.73452297e+01  2.93229144e+01 
 9.50000000e-01  9.50000000e-01  3.00998361e-04  1.56125387e-03  2.76463690e-05  6.10970956e-01  5.18691816e+00  5.64722936e+01  3.00998361e+01 
 9.55000000e-01  9.55000000e-01  3.08840489e-04  1.57574505e-03  2.83316504e-05  6.10971011e-01  5.10213233e+00  5.56178346e+01  3.08840489e+01 
 9.60000000e-01  9.60000000e-01  3.16754610e-04  1.59005499e-03  2.90254498e-05  6.10971067e-01  5.01983218e+00  5.47814073e+01  3.16754610e+01 
 9.65000000e-01  9.65000000e-01  3.24739829e-04  1.60418853e-03  2.97278020e-05  6.10971124e-01  4.93991925e+00  5.39625679e+01  3.24739829e+01 
 9.70000000e-01  9.70000000e-01  3.32795276e-04  1.61815022e-03  3.04387426e-05  6.10971180e-01  4.86229924e+00  5.31608758e+01  3.32795276e+01 
 9.75000000e-01  9.75000000e-01  3.40920102e-04  1.63194427e-03  3.11583081e-05  6.10971238e-01  4.78688192e+00  5.23758949e+01  3.40920102e+01 
 9.80000000e-01  9.80000000e-01  3.49113479e-04  1.64557464e-03  3.18865356e-05  6.10971296e-01  4.71358094e+00  5.16071943e+01  3.49113479e+01 
 9.85000000e-01  9.85000000e-01  3.57374598e-04  1.65904500e-03  3.26234627e-05  6.10971354e-01  4.64231370e+00  5.08543502e+01  3.57374598e+01 
 9.90000000e-01  9.90000000e-01  3.65702668e-04  1.67235875e-03  3.33691275e-05  6.10971413e-01  4.57300124e+00  5.01169458e+01  3.65702668e+01 
 9.95000000e-01  9.95000000e-01  3.74096913e-04  1.68551909e-03  3.41235688e-05  6.10971472e-01  4.50556801e+00  4.93945724e+01  3.74096913e+01 
 1.00000000e+00  1.00000000e+00  3.82556575e-04  1.69852895e-03  3.48868257e-05  6.10971532e-01  4.43994185e+00  4.86868299e+01  3.82556575e+01 
 1.00500000e+00  1.00500000e+00  3.91080907e-04  1.71139106e-03  3.56589378e-05  6.10971592e-01  4.37605374e+00  4.79933270e+01  3.91080907e+01 
 1.01000000e+00  1.01000000e+00  3.99669177e-04  1.72410798e-03  3.64399452e-05  6.10971653e-01  4.31383774e+00  4.73136820e+01  3.99669177e+01 
 1.01500000e+00  1.01500000e+00  4.08320666e-04  1.73668204e-03  3.72298882e-05  6.10971714e-01  4.25323082e+00  4.66475223e+01  4.08320666e+01 
 1.02000000e+00  1.02000000e+00  4.17034664e-04  1.74911543e-03  3.80288074e-05  6.10971776e-01  4.19417276e+00  4.59944854e+01  4.17034664e+01 
 1.02500000e+00  1.02500000e+00  4.25810474e-04  1.76141017e-03  3.88367440e-05  6.10971838e-01  4.13660601e+00  4.53542183e+01  4.25810474e+01 
 1.03000000e+00  1.03000000e+00  4.34647406e-04  1.77356812e-03  3.96537392e-05  6.10971900e-01  4.08047557e+00  4.47263778e+01  4.34647406e+01 
 1.03500000e+00  1.03500000e+00  4.43544782e-04  1.78559104e-03  4.04798347e-05  6.10971963e-01  4.02572889e+00  4.41106307e+01  4.43544782e+01 
 1.04000000e+00  1.04000000e+00  4.52501930e-04  1.79748053e-03  4.13150724e-05  6.10972026e-01  3.97231572e+00  4.35066533e+01  4.52501930e+01 
 1.04500000e+00  1.04500000e+00  4.61518187e-04  1.80923809e-03  4.21594943e-05  6.10972090e-01  3.92018807e+00  4.29141316e+01  4.61518187e+01 
 1.05000000e+00  1.05000000e+00  4.70592896e-04  1.82086511e-03  4.30131429e-05  6.10972154e-01  3.86930003e+00  4.23327612e+01  4.70592896e+01 
 1.05500000e+00  1.05500000e+00  4.79725410e-04  1.83236289e-03  4.38760609e-05  6.10972219e-01  3.81960775e+00  4.17622470e+01  4.79725410e+01 
 1.06000000e+00  1.06000000e+00  4.88915083e-04  1.84373264e-03  4.47482910e-05  6.10972284e-01  3.77106926e+00  4.12023030e+01  4.88915083e+01 
 1.06500000e+00  1.06500000e+00  4.98161280e-04  1.85497550e-03  4.56298765e-05  6.10972349e-01  3.72364448e+00  4.06526522e+01  4.98161280e+01 
 1.07000000e+00  1.07000000e+00  5.07463368e-04  1.86609251e-03  4.65208606e-05  6.10972415e-01  3.67729502e+00  4.01130265e+01  5.07463368e+01 
 1.07500000e+00  1.07500000e+00  5.16820720e-04  1.87708469e-03  4.74212870e-05  6.10972481e-01  3.63198419e+00  3.95831663e+01  5.16820720e+01 
 1.08000000e+00  1.08000000e+00  5.26232716e-04  1.88795295e-03  4.83311994e-05  6.10972547e-01  3.58767689e+00  3.90628202e+01  5.26232716e+01 
 1.08500000e+00  1.08500000e+00  5.35698737e-04  1.89869820e-03  4.92506420e-05  6.10972614e-01  3.54433952e+00  3.85517452e+01  5.35698737e+01 
 1.09000000e+00  1.09000000e+00  5.45218170e-04  1.90932127e-03  5.01796591e-05  6.10972682e-01  3.50193990e+00  3.80497058e+01  5.45218170e+01 
 1.09500000e+00  1.09500000e+00  5.54790407e-04  1.91982295e-03  5.11182952e-05  6.10972749e-01  3.46044727e+00  3.75564745e+01  5.54790407e+01 
 1.10000000e+00  1.10000000e+00  5.64414843e-04  1.93020401e-03  5.20665951e-05  6.10972817e-01  3.41983212e+00  3.70718309e+01  5.64414843e+01 
 1.10500000e+00  1.10500000e+00  5.74090877e-04  1.94046518e-03  5.30246041e-05  6.10972886e-01  3.38006622e+00  3.65955619e+01  5.74090877e+01 
 1.11000000e+00  1.11000000e+00  5.83817911e-04  1.95060716e-03  5.39923674e-05  6.10972954e-01  3.34112251e+00  3.61274613e+01  5.83817911e+01 
 1.11500000e+00  1.11500000e+00  5.93595350e-04  1.96063064e-03  5.49699308e-05  6.10973023e-01  3.30297506e+00  3.56673295e+01  5.93595350e+01 
 1.12000000e+00  1.12000000e+00  6.03422604e-04  1.97053626e-03  5.59573402e-05  6.10973093e-01  3.26559901e+00  3.52149736e+01  6.03422604e+01 
 1.12500000e+00  1.12500000e+00  6.13299085e-04  1.98032467e-03  5.69546420e-05  6.10973163e-01  3.22897052e+00  3.47702065e+01  6.13299085e+01 
 1.13000000e+00  1.13000000e+00  6.23224209e-04  1.98999649e-03  5.79618828e-05  6.10973233e-01  3.19306674e+00  3.43328476e+01  6.23224209e+01 
 1.13500000e+00  1.13500000e+00  6.33197394e-04  1.99955234e-03  5.89791096e-05  6.10973303e-01  3.15786571e+00  3.39027217e+01  6.33197394e+01 
 1.14000000e+00  1.14000000e+00  6.43218062e-04  2.00899282e-03  6.00063698e-05  6.10973374e-01  3.12334641e+00  3.34796594e+01  6.43218062e+01 
 1.14500000e+00  1.14500000e+00  6.53285638e-04  2.01831853e-03  6.10437111e-05  6.10973445e-01  3.08948860e+00  3.30634966e+01  6.53285638e+01 
 1.15000000e+00  1.15000000e+00  6.63399550e-04  2.02753006e-03  6.20911817e-05  6.10973517e-01  3.05627289e+00  3.26540743e+01  6.63399550e+01 
 1.15500000e+00  1.15500000e+00  6.73559228e-04  2.03662799e-03  6.31488300e-05  6.10973589e-01  3.02368063e+00  3.22512387e+01  6.73559228e+01 
 1.16000000e+00  1.16000000e+00  6.83764105e-04  2.04561291e-03  6.42167052e-05  6.10973661e-01  2.99169392e+00  3.18548407e+01  6.83764105e+01 
 1.16500000e+00  1.16500000e+00  6.94013618e-04  2.05448540e-03  6.52948566e-05  6.10973733e-01  2.96029551e+00  3.14647356e+01  6.94013618e+01 
 1.17000000e+00  1.17000000e+00  7.04307206e-04  2.06324604e-03  6.63833341e-05  6.10973806e-01  2.92946887e+00  3.10807835e+01  7.04307206e+01 
 1.17500000e+00  1.17500000e+00  7.14644312e-04  2.07189541e-03  6.74821883e-05  6.10973879e-01  2.89919807e+00  3.07028486e+01  7.14644312e+01 
 1.18000000e+00  1.18000000e+00  7.25024381e-04  2.08043409e-03  6.85914698e-05  6.10973952e-01  2.86946777e+00  3.03307991e+01  7.25024381e+01 
 1.18500000e+00  1.18500000e+00  7.35446860e-04  2.08886268e-03  6.97112303e-05  6.10974026e-01  2.84026324e+00  2.99645075e+01  7.35446860e+01 
 1.19000000e+00  1.19000000e+00  7.45911202e-04  2.09718177e-03  7.08415217e-05  6.10974100e-01  2.81157028e+00  2.96038498e+01  7.45911202e+01 
 1.19500000e+00  1.19500000e+00  7.56416859e-04  2.10539193e-03  7.19823966e-05  6.10974174e-01  2.78337521e+00  2.92487057e+01  7.56416859e+01 
 1.20000000e+00  1.20000000e+00  7.66963289e-04  2.11349378e-03  7.31339081e-05  6.10974249e-01  2.75566486e+00  2.88989586e+01  7.66963289e+01 
 1.20500000e+00  1.20500000e+00  7.77549951e-04  2.12148791e-03  7.42961101e-05  6.10974323e-01  2.72842652e+00  2.85544951e+01  7.77549951e+01 
 1.21000000e+00  1.21000000e+00  7.88176310e-04  2.12937493e-03  7.54690568e-05  6.10974399e-01  2.70164797e+00  2.82152052e+01  7.88176310e+01 
 1.21500000e+00  1.21500000e+00  7.98841830e-04  2.13715544e-03  7.66528035e-05  6.10974474e-01  2.67531740e+00  2.78809821e+01  7.98841830e+01 
 1.22000000e+00  1.22000000e+00  8.09545980e-04  2.14483007e-03  7.78474059e-05  6.10974550e-01  2.64942341e+00  2.75517219e+01  8.09545980e+01 
 1.22500000e+00  1.22500000e+00  8.20288234e-04  2.15239944e-03  7.90529204e-05  6.10974625e-01  2.62395503e+00  2.72273235e+01  8.20288234e+01 
 1.23000000e+00  1.23000000e+00  8.31068066e-04  2.15986416e-03  8.02694042e-05  6.10974702e-01  2.59890164e+00  2.69076889e+01  8.31068066e+01 
 1.23500000e+00  1.23500000e+00  8.41884955e-04  2.16722487e-03  8.14969153e-05  6.10974778e-01  2.57425300e+00  2.65927227e+01  8.41884955e+01 
 1.24000000e+00  1.24000000e+00  8.52738381e-04  2.17448221e-03  8.27355124e-05  6.10974855e-01  2.54999922e+00  2.62823320e+01  8.52738381e+01 
 1.24500000e+00  1.24500000e+00  8.63627831e-04  2.18163681e-03  8.39852550e-05  6.10974932e-01  2.52613073e+00  2.59764265e+01  8.63627831e+01 
 1.25000000e+00  1.25000000e+00  8.74552792e-04  2.18868931e-03  8.52462034e-05  6.10975009e-01  2.50263830e+00  2.56749184e+01  8.74552792e+01 
 1.25500000e+00  1.25500000e+00  8.85512755e-04  2.19564038e-03  8.65184189e-05  6.10975086e-01  2.47951299e+00  2.53777220e+01  8.85512755e+01 
 1.26000000e+00  1.26000000e+00  8.96507214e-04  2.20249066e-03  8.78019634e-05  6.10975164e-01  2.45674617e+00  2.50847541e+01  8.96507214e+01 
 1.26500000e+00  1.26500000e+00  9.07535668e-04  2.20924081e-03  8.90969000e-05  6.10975242e-01  2.43432946e+00  2.47959335e+01  9.07535668e+01 
 1.27000000e+00  1.27000000e+00  9.18597617e-04  2.21589149e-03  9.04032926e-05  6.10975320e-01  2.41225478e+00  2.45111813e+01  9.18597617e+01 
 1.27500000e+00  1.27500000e+00  9.29692566e-04  2.22244337e-03  9.17212058e-05  6.10975399e-01  2.39051430e+00  2.42304203e+01  9.29692566e+01 
 1.28000000e+00  1.28000000e+00  9.40820023e-04  2.22889712e-03  9.30507056e-05  6.10975477e-01  2.36910042e+00  2.39535757e+01  9.40820023e+01 
 1.28500000e+00  1.28500000e+00  9.51979498e-04  2.23525340e-03  9.43918586e-05  6.10975556e-01  2.34800582e+00  2.36805741e+01  9.51979498e+01 
 1.29000000e+00  1.29000000e+00  9.63170506e-04  2.24151289e-03  9.57447328e-05  6.10975635e-01  2.32722335e+00  2.34113442e+01  9.63170506e+01 
 1.29500000e+00  1.29500000e+00  9.74392565e-04  2.24767628e-03  9.71093968e-05  6.10975714e-01  2.30674613e+00  2.31458165e+01  9.74392565e+01 
 1.30000000e+00  1.30000000e+00  9.85645196e-04  2.25374424e-03  9.84859208e-05  6.10975794e-01  2.28656747e+00  2.28839231e+01  9.85645196e+01 
 1.30500000e+00  1.30500000e+00  9.96927924e-04  2.25971745e-03  9.98743756e-05  6.10975874e-01  2.26668087e+00  2.26255978e+01  9.96927924e+01 
 1.31000000e+00  1.31000000e+00  1.00824028e-03  2.26559660e-03  1.01274833e-04  6.10975954e-01  2.24708004e+00  2.23707759e+01  1.00824028e+02 
 1.31500000e+00  1.31500000e+00  1.01958178e-03  2.27138237e-03  1.02687368e-04  6.10976034e-01  2.22775888e+00  2.21193943e+01  1.01958178e+02 
 1.32000000e+00  1.32000000e+00  1.03095198e-03  2.27707545e-03  1.04112052e-04  6.10976114e-01  2.20871145e+00  2.18713914e+01  1.03095198e+02 
 1.32500000e+00  1.32500000e+00  1.04235041e-03  2.28267653e-03  1.05548964e-04  6.10976195e-01  2.18993201e+00  2.16267072e+01  1.04235041e+02 
 1.33000000e+00  1.33000000e+00  1.05377661e-03  2.28818629e-03  1.06998178e-04  6.10976275e-01  2.17141495e+00  2.13852827e+01  1.05377661e+02 
 1.33500000e+00  1.33500000e+00  1.06523013e-03  2.29360542e-03  1.08459774e-04  6.10976356e-01  2.15315486e+00  2.11470606e+01  1.06523013e+02 
 1.34000000e+00  1.34000000e+00  1.07671051e-03  2.29893462e-03  1.09933831e-04  6.10976437e-01  2.13514645e+00  2.09119849e+01  1.07671051e+02 
 1.34500000e+00  1.34500000e+00  1.08821731e-03  2.30417457e-03  1.11420430e-04  6.10976519e-01  2.11738460e+00  2.06800007e+01  1.08821731e+02 
 1.35000000e+00  1.35000000e+00  1.09975008e-03  2.30932595e-03  1.12919653e-04  6.10976600e-01  2.09986433e+00  2.04510544e+01  1.09975008e+02 
 1.35500000e+00  1.35500000e+00  1.11130838e-03  2.31438946e-03  1.14431582e-04  6.10976682e-01  2.08258078e+00  2.02250936e+01  1.11130838e+02 
 1.36000000e+00  1.36000000e+00  1.12289177e-03  2.31936578e-03  1.15956304e-04  6.10976764e-01  2.06552923e+00  2.00020672e+01  1.12289177e+02 
 1.36500000e+00  1.36500000e+00  1.13449983e-03  2.32425560e-03  1.17493904e-04  6.10976846e-01  2.04870511e+00  1.97819250e+01  1.13449983e+02 
 1.37000000e+00  1.37000000e+00  1.14613211e-03  2.32905959e-03  1.19044470e-04  6.10976928e-01  2.03210395e+00  1.95646181e+01  1.14613211e+02 
 1.37500000e+00  1.37500000e+00  1.15778820e-03  2.33377845e-03  1.20608091e-04  6.10977010e-01  2.01572141e+00  1.93500985e+01  1.15778820e+02 
 1.38000000e+00  1.38000000e+00  1.16946766e-03  2.33841285e-03  1.22184859e-04  6.10977093e-01  1.99955324e+00  1.91383194e+01  1.16946766e+02 
 1.38500000e+00  1.38500000e+00  1.18117008e-03  2.34296346e-03  1.23774864e-04  6.10977176e-01  1.98359534e+00  1.89292347e+01  1.18117008e+02 
 1.39000000e+00  1.39000000e+00  1.19289504e-03  2.34743097e-03  1.25378202e-04  6.10977258e-01  1.96784369e+00  1.87227998e+01  1.19289504e+02 
 1.39500000e+00  1.39500000e+00  1.20464212e-03  2.35181605e-03  1.26994968e-04  6.10977342e-01  1.95229438e+00  1.85189704e+01  1.20464212e+02 
 1.40000000e+00  1.40000000e+00  1.21641092e-03  2.35611936e-03  1.28625257e-04  6.10977425e-01  1.93694360e+00  1.83177037e+01  1.21641092e+02 
 1.40500000e+00  1.40500000e+00  1.22820103e-03  2.36034157e-03  1.30269171e-04  6.10977508e-01  1.92178764e+00  1.81189575e+01  1.22820103e+02 
 1.41000000e+00  1.41000000e+00  1.24001205e-03  2.36448334e-03  1.31926808e-04  6.10977591e-01  1.90682288e+00  1.79226905e+01  1.24001205e+02 
 1.41500000e+00  1.41500000e+00  1.25184357e-03  2.36854535e-03  1.33598271e-04  6.10977675e-01  1.89204579e+00  1.77288623e+01  1.25184357e+02 
 1.42000000e+00  1.42000000e+00  1.26369519e-03  2.37252823e-03  1.35283664e-04  6.10977759e-01  1.87745292e+00  1.75374333e+01  1.26369519e+02 
 1.42500000e+00  1.42500000e+00  1.27556653e-03  2.37643265e-03  1.36983092e-04  6.10977843e-01  1.86304092e+00  1.73483647e+01  1.27556653e+02 
 1.43000000e+00  1.43000000e+00  1.28745719e-03  2.38025925e-03  1.38696664e-04  6.10977927e-01  1.84880652e+00  1.71616186e+01  1.28745719e+02 
 1.43500000e+00  1.43500000e+00  1.29936679e-03  2.38400867e-03  1.40424488e-04  6.10978011e-01  1.83474651e+00  1.69771576e+01  1.29936679e+02 
 1.44000000e+00  1.44000000e+00  1.31129494e-03  2.38768157e-03  1.42166676e-04  6.10978095e-01  1.82085777e+00  1.67949455e+01  1.31129494e+02 
 1.44500000e+00  1.44500000e+00  1.32324125e-03  2.39127857e-03  1.43923341e-04  6.10978180e-01  1.80713726e+00  1.66149462e+01  1.32324125e+02 
 1.45000000e+00  1.45000000e+00  1.33520536e-03  2.39480031e-03  1.45694598e-04  6.10978264e-01  1.79358201e+00  1.64371249e+01  1.33520536e+02 
 1.45500000e+00  1.45500000e+00  1.34718689e-03  2.39824741e-03  1.47480564e-04  6.10978349e-01  1.78018910e+00  1.62614472e+01  1.34718689e+02 
 1.46000000e+00  1.46000000e+00  1.35918546e-03  2.40162050e-03  1.49281359e-04  6.10978434e-01  1.76695570e+00  1.60878794e+01  1.35918546e+02 
 1.46500000e+00  1.46500000e+00  1.37120071e-03  2.40492019e-03  1.51097104e-04  6.10978519e-01  1.75387905e+00  1.59163884e+01  1.37120071e+02 
 1.47000000e+00  1.47000000e+00  1.38323227e-03  2.40814709e-03  1.52927921e-04  6.10978604e-01  1.74095642e+00  1.57469419e+01  1.38323227e+02 
 1.47500000e+00  1.47500000e+00  1.39527978e-03  2.41130182e-03  1.54773937e-04  6.10978689e-01  1.72818517e+00  1.55795082e+01  1.39527978e+02 
 1.48000000e+00  1.48000000e+00  1.40734288e-03  2.41438498e-03  1.56635280e-04  6.10978774e-01  1.71556272e+00  1.54140560e+01  1.40734288e+02 
 1.48500000e+00  1.48500000e+00  1.41942121e-03  2.41739715e-03  1.58512078e-04  6.10978859e-01  1.70308654e+00  1.52505549e+01  1.41942121e+02 
 1.49000000e+00  1.49000000e+00  1.43151442e-03  2.42033895e-03  1.60404465e-04  6.10978945e-01  1.69075415e+00  1.50889749e+01  1.43151442e+02 
 1.49500000e+00  1.49500000e+00  1.44362217e-03  2.42321094e-03  1.62312574e-04  6.10979030e-01  1.67856313e+00  1.49292866e+01  1.44362217e+02 
 1.50000000e+00  1.50000000e+00  1.45574409e-03  2.42601371e-03  1.64236542e-04  6.10979116e-01  1.66651112e+00  1.47714612e+01  1.45574409e+02 
 1.50500000e+00  1.50500000e+00  1.46787986e-03  2.42874785e-03  1.66176510e-04  6.10979202e-01  1.65459580e+00  1.46154703e+01  1.46787986e+02 
 1.51000000e+00  1.51000000e+00  1.48002912e-03  2.43141391e-03  1.68132616e-04  6.10979288e-01  1.64281491e+00  1.44612863e+01  1.48002912e+02 
 1.51500000e+00  1.51500000e+00  1.49219154e-03  2.43401245e-03  1.70105007e-04  6.10979373e-01  1.63116624e+00  1.43088819e+01  1.49219154e+02 
 1.52000000e+00  1.52000000e+00  1.50436677e-03  2.43654405e-03  1.72093829e-04  6.10979460e-01  1.61964761e+00  1.41582302e+01  1.50436677e+02 
 1.52500000e+00  1.52500000e+00  1.51655450e-03  2.43900925e-03  1.74099229e-04  6.10979546e-01  1.60825691e+00  1.40093052e+01  1.51655450e+02 
 1.53000000e+00  1.53000000e+00  1.52875438e-03  2.44140859e-03  1.76121361e-04  6.10979632e-01  1.59699205e+00  1.38620811e+01  1.52875438e+02 
 1.53500000e+00  1.53500000e+00  1.54096610e-03  2.44374262e-03  1.78160378e-04  6.10979718e-01  1.58585100e+00  1.37165325e+01  1.54096610e+02 
 1.54000000e+00  1.54000000e+00  1.55318931e-03  2.44601188e-03  1.80216437e-04  6.10979805e-01  1.57483177e+00  1.35726348e+01  1.55318931e+02 
 1.54500000e+00  1.54500000e+00  1.56542371e-03  2.44821688e-03  1.82289697e-04  6.10979891e-01  1.56393241e+00  1.34303634e+01  1.56542371e+02 
 1.55000000e+00  1.55000000e+00  1.57766897e-03  2.45035815e-03  1.84380322e-04  6.10979978e-01  1.55315101e+00  1.32896945e+01  1.57766897e+02 
 1.55500000e+00  1.55500000e+00  1.58992478e-03  2.45243621e-03  1.86488475e-04  6.10980064e-01  1.54248569e+00  1.31506047e+01  1.58992478e+02 
 1.56000000e+00  1.56000000e+00  1.60219081e-03  2.45445157e-03  1.88614325e-04  6.10980151e-01  1.53193462e+00  1.30130708e+01  1.60219081e+02 
 1.56500000e+00  1.56500000e+00  1.61446676e-03  2.45640472e-03  1.90758044e-04  6.10980238e-01  1.52149600e+00  1.28770702e+01  1.61446676e+02 
 1.57000000e+00  1.57000000e+00  1.62675232e-03  2.45829618e-03  1.92919804e-04  6.10980324e-01  1.51116808e+00  1.27425808e+01  1.62675232e+02 
 1.57500000e+00  1.57500000e+00  1.63904718e-03  2.46012642e-03  1.95099782e-04  6.10980411e-01  1.50094912e+00  1.26095806e+01  1.63904718e+02 
 1.58000000e+00  1.58000000e+00  1.65135103e-03  2.46189594e-03  1.97298159e-04  6.10980498e-01  1.49083743e+00  1.24780482e+01  1.65135103e+02 
 1.58500000e+00  1.58500000e+00  1.66366358e-03  2.46360521e-03  1.99515117e-04  6.10980585e-01  1.48083136e+00  1.23479626e+01  1.66366358e+02 
 1.59000000e+00  1.59000000e+00  1.67598452e-03  2.46525470e-03  2.01750843e-04  6.10980672e-01  1.47092927e+00  1.22193031e+01  1.67598452e+02 
 1.59500000e+00  1.59500000e+00  1.68831356e-03  2.46684488e-03  2.04005525e-04  6.10980759e-01  1.46112958e+00  1.20920494e+01  1.68831356e+02 
 1.60000000e+00  1.60000000e+00  1.70065040e-03  2.46837621e-03  2.06279357e-04  6.10980847e-01  1.45143071e+00  1.19661814e+01  1.70065040e+02 
 1.60500000e+00  1.60500000e+00  1.71299474e-03  2.46984914e-03  2.08572534e-04  6.10980934e-01  1.44183113e+00  1.18416797e+01  1.71299474e+02 
 1.61000000e+00  1.61000000e+00  1.72534630e-03  2.47126412e-03  2.10885256e-04  6.10981021e-01  1.43232933e+00  1.17185249e+01  1.72534630e+02 
 1.61500000e+00  1.61500000e+00  1.73770479e-03  2.47262158e-03  2.13217724e-04  6.10981108e-01  1.42292385e+00  1.15966981e+01  1.73770479e+02 
 1.62000000e+00  1.62000000e+00  1.75006992e-03  2.47392196e-03  2.15570146e-04  6.10981196e-01  1.41361322e+00  1.14761808e+01  1.75006992e+02 
 1.62500000e+00  1.62500000e+00  1.76244140e-03  2.47516569e-03  2.17942731e-04  6.10981283e-01  1.40439602e+00  1.13569546e+01  1.76244140e+02 
 1.63000000e+00  1.63000000e+00  1.77481896e-03  2.47635319e-03  2.20335693e-04  6.10981371e-01  1.39527087e+00  1.12390016e+01  1.77481896e+02 
 1.63500000e+00  1.63500000e+00  1.78720232e-03  2.47748487e-03  2.22749247e-04  6.10981458e-01  1.38623638e+00  1.11223041e+01  1.78720232e+02 
 1.64000000e+00  1.64000000e+00  1.79959119e-03  2.47856114e-03  2.25183616e-04  6.10981546e-01  1.37729122e+00  1.10068449e+01  1.79959119e+02 
 1.64500000e+00  1.64500000e+00  1.81198530e-03  2.47958239e-03  2.27639022e-04  6.10981633e-01  1.36843405e+00  1.08926069e+01  1.81198530e+02 
 1.65000000e+00  1.65000000e+00  1.82438438e-03  2.48054903e-03  2.30115696e-04  6.10981721e-01  1.35966360e+00  1.07795734e+01  1.82438438e+02 
 1.65500000e+00  1.65500000e+00  1.83678815e-03  2.48146144e-03  2.32613869e-04  6.10981809e-01  1.35097857e+00  1.06677278e+01  1.83678815e+02 
 1.66000000e+00  1.66000000e+00  1.84919635e-03  2.48232000e-03  2.35133776e-04  6.10981896e-01  1.34237773e+00  1.05570541e+01  1.84919635e+02 
 1.66500000e+00  1.66500000e+00  1.86160870e-03  2.48312508e-03  2.37675659e-04  6.10981984e-01  1.33385984e+00  1.04475363e+01  1.86160870e+02 
